nom,prix_intervalle,rating,nb_notes,adresse,ville,main_category,commune,code_postal,arrondissement,zone_paris
Samourice,5.5,4.8,613,203 Rue du Faubourg Saint-Antoine,"Paris, Ile-de-France, France",sushis,Paris,75010.0,10.0,intermediaire
Angelino Trattoria,25.0,4.8,514,17 Rue Pergolese,"Paris, Ile-de-France, France",restaurant italiens,Paris,75116.0,16.0,peripherie
Bambou,32.0,4.8,5518,23 Rue des Jeuneurs,"Paris, Ile-de-France, France",restaurant thailandais,Paris,75002.0,2.0,centre
CHEZ MILO,25.0,4.8,8986,16 Rue Maublanc,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Le Grand Bain,45.0,4.8,1229,14 Rue Denoyez,"Paris, Ile-de-France, France",restaurant francais,Paris,75020.0,20.0,peripherie
Wild The Moon Gravilliers,15.0,4.8,1897,25 Rue Des Gravilliers,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
La Plume Rive Droite,100.0,4.8,2953,43 Rue Etienne Marcel,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Amorino Gelato - Paris Gaite,5.5,4.8,2778,2 Rue de la Gaite,"Paris, Ile-de-France, France",cafe,Paris,75014.0,14.0,intermediaire
La Plage Parisienne,30.5,4.8,4491,Port de Javel Haut,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
Restaurant LOyat,16.0,4.8,417,11 Rue Notre Dame de Nazareth,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Sosso Restaurant,25.0,4.8,1266,36 Rue Ramey,"Paris, Ile-de-France, France",restaurant mediterraneens,Paris,75018.0,18.0,peripherie
Tripletta Belleville,15.0,4.8,2280,88 Bd de Belleville,"Paris, Ile-de-France, France",pizzeria,Paris,75020.0,20.0,peripherie
Restaurant MAISON,100.0,4.8,343,3 Rue Saint-Hubert,"Paris, Ile-de-France, France",restaurant francais,Paris,75011.0,11.0,intermediaire
Nicoles,25.0,4.8,1197,14 Rue de Bellechase,"Paris, Ile-de-France, France",pizzeria,Paris,75007.0,7.0,centre
Restaurant Biscotte,55.0,4.8,828,22 Rue Desnouettes,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
O Sha Fluffy Pancake gluten free,15.0,4.8,1396,46 Bd du Temple,"Paris, Ile-de-France, France",sushis,Paris,75011.0,11.0,intermediaire
La Taverne De ZHAOMenilmontant,15.0,4.8,1845,42 Rue de Menilmontant,"Paris, Ile-de-France, France",restaurant chinois,Paris,75020.0,20.0,peripherie
Ambos Restaurant,70.0,4.8,508,38 Rue de Vaugirard,"Paris, Ile-de-France, France",restaurant francais,Paris,75006.0,6.0,centre
Bocamexa,15.0,4.8,1122,12 Rue de la Roquette,"Paris, Ile-de-France, France",restaurant mexicains,Paris,75011.0,11.0,intermediaire
KFC Saint Michel,15.0,4.8,2257,35 Bd Saint-Michel,"Paris, Ile-de-France, France",fast food,Paris,75005.0,5.0,centre
Djakarta Bali Restaurant Romantique Indonesien,36.5,4.8,5347,9 Rue Vauvilliers,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Salsamenteria di Parma,25.0,4.8,2569,40 Rue Saint-Georges,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
The Crossing Indian Bistro,35.0,4.8,1081,35 Bd Haussmann,"Paris, Ile-de-France, France",restaurant indiens,Paris,75009.0,9.0,centre
Brasserie Chacha,25.0,4.8,509,150 Boulevard de Charonne,"Paris, Ile-de-France, France",restaurant francais,Paris,75020.0,20.0,peripherie
Mokus Lecureuil,25.0,4.8,8116,116 Av. Kleber,"Paris, Ile-de-France, France",pizzeria,Paris,75116.0,16.0,peripherie
WOWCRAB,32.0,4.8,1777,35 Rue La Fayette,"Paris, Ile-de-France, France",fruits de mer,Paris,75009.0,9.0,centre
LA DOLCE VITA PARIS 5eme,15.0,4.8,1876,17 Rue Xavier Privas,"Paris, Ile-de-France, France",pizzeria,Paris,75005.0,5.0,centre
Cafe de lAvenue - Paris 8,25.0,4.8,1692,190 Bd Haussmann,"Paris, Ile-de-France, France",cafe,Paris,75008.0,8.0,centre
MELTY SMASH BURGERS,15.0,4.8,586,33 Av. de la Motte-Picquet,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Il Gigolo,25.0,4.8,5298,11 Rue de la Huchette,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Udon Kisin,25.0,4.8,1028,7-9 Rue de Ponthieu,"Paris, Ile-de-France, France",restaurant japonais,Paris,75008.0,8.0,centre
LHOTSE,25.0,4.8,2236,44 Rue de Londres,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
LAbreuvoir,25.0,4.8,4908,24 Rue du Dr Finlay,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Los Franchutes,15.0,4.8,854,104 Boulevard Richard Lenoir,"Paris, Ile-de-France, France",pub et bar,Paris,75011.0,11.0,intermediaire
Jolia,35.0,4.8,1906,123 Rue du Chemin Vert,"Paris, Ile-de-France, France",restaurant mediterraneens,Paris,75011.0,11.0,intermediaire
THE SMOKED MEAT PARIS 11 - BASTILLE,15.0,4.8,2113,17 Rue Sedaine,"Paris, Ile-de-France, France",fast food,Paris,75011.0,11.0,intermediaire
Shekamou,5.5,4.8,620,42 Rue des Entrepreneurs,"Paris, Ile-de-France, France",cafe,Paris,75015.0,15.0,intermediaire
LandMonkeys Montmartre,5.5,4.8,410,28 Rue Ramey,"Paris, Ile-de-France, France",vegetarien,Paris,75018.0,18.0,peripherie
Oppa BBQ - Restaurant Coreen a Chatelet,25.0,4.8,485,54 Rue Saint-Honore,"Paris, Ile-de-France, France",restaurant coreens,Paris,75001.0,1.0,centre
Beefbar Paris,100.0,4.8,3324,5 Rue Marbeuf,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
RATN,38.5,4.8,2419,9 Rue de la Tremoille,"Paris, Ile-de-France, France",restaurant indiens,Paris,75008.0,8.0,centre
La Riotte,45.0,4.8,762,10 Rue de Castellane,"Paris, Ile-de-France, France",pub et bar,Paris,75008.0,8.0,centre
Madonna,15.0,4.8,2214,52 Rue La Fayette,"Paris, Ile-de-France, France",restaurant italiens,Paris,75009.0,9.0,centre
Mayfair Garden,45.0,4.8,3823,33 Rue Longchamps,"Paris, Ile-de-France, France",restaurant,Paris,75116.0,16.0,peripherie
Balou Paris 3,15.0,4.8,3674,9-11 Rue aux Ours,"Paris, Ile-de-France, France",pub et bar,Paris,75003.0,3.0,centre
Abuela,25.0,4.8,1900,10 Bd de Clichy,"Paris, Ile-de-France, France",restaurant espanols,Paris,75009.0,9.0,centre
Le Ju,20.0,4.8,16076,16 Rue des Archives,"Paris, Ile-de-France, France",restaurant,Paris,75004.0,4.0,centre
LEndroit,15.0,4.8,2961,67 Place du Docteur Felix Lobligeois,"Paris, Ile-de-France, France",cafe,Paris,75017.0,17.0,peripherie
La Flanerie de Notre-Dame,5.5,4.8,895,4 Rue du Cloitre Notre Dame,"Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Berthillon,5.5,4.8,9258,31 Rue Saint-Louis en lIle,"Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Crepes Salades,5.5,4.8,1589,37 Rue Orfila,"Paris, Ile-de-France, France",desserts,Paris,75020.0,20.0,peripherie
La Perla,25.0,4.8,8042,5 Rue Montorgueil,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Le Petit Vendome,25.0,4.8,3790,8 Rue des Capucines,"Paris, Ile-de-France, France",pub et bar,Paris,75002.0,2.0,centre
Matsuri Bac,25.0,4.8,10531,74 Rue du Bac,"Paris, Ile-de-France, France",sushis,Paris,75007.0,7.0,centre
OTacos Alesia Paris 14,15.0,4.8,836,65 Av. du General Leclerc,"Paris, Ile-de-France, France",fast food,Paris,75014.0,14.0,intermediaire
Aux Trois Maillets,15.0,4.8,2516,67 Rue St Denis,"Paris, Ile-de-France, France",pub et bar,Paris,75001.0,1.0,centre
X Lagrange,15.0,4.8,2192,10 Rue Lagrange,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Les Caves Populaires,10.5,4.8,963,22 Rue des Dames,"Paris, Ile-de-France, France",pub et bar,Paris,75017.0,17.0,peripherie
amarante restaurant paris 75012,64.5,4.8,753,4 Rue Biscornet,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Le Grand Restaurant Jean Francois Piege,100.0,4.8,978,7 Rue dAguesseau,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Aux Emotions,15.0,4.8,2206,1 Rue Dante,"Paris, Ile-de-France, France",pub et bar,Paris,75005.0,5.0,centre
Tanori,15.0,4.8,2818,12 Rue Volta,"Paris, Ile-de-France, France",sushis,Paris,75003.0,3.0,centre
Chez Julien,67.5,4.8,5478,1 Rue du Pont Louis-Philippe,"Paris, Ile-de-France, France",restaurant francais,Paris,75004.0,4.0,centre
Su Misura Restaurant 100 Sans Gluten,25.0,4.8,3276,22 Av. Rapp,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Cafe Dauteur,5.5,4.8,964,25 Rue De Lhirondelle,"Paris, Ile-de-France, France",cafe,Paris,75006.0,6.0,centre
Le Comptoir General,20.0,4.8,7875,84 Quai de Jemmapes,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
Pepita - Restaurant Paris 5,25.0,4.8,1667,88 Bd Saint-Germain,"Paris, Ile-de-France, France",pizzeria,Paris,75005.0,5.0,centre
Quick Paris Sebastopol,15.0,4.8,2074,25 Boulevard De Sebastopol,"Paris, Ile-de-France, France",fast food,Paris,75001.0,1.0,centre
Le Pain Quotidien,15.0,4.8,2738,18 Pl. du Marche Saint-Honore,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
La Bellevilloise,15.5,4.8,7260,19-21 Rue Boyer,"Paris, Ile-de-France, France",pub et bar,Paris,75020.0,20.0,peripherie
Dar Mima,15.0,4.8,3619,1 Rue Des Fosses Saint-bernard,"Paris, Ile-de-France, France",restaurant marocains,Paris,75005.0,5.0,centre
Hanami Tea Time - Paris,15.0,4.8,2260,50 Rue Des Gravilliers,"Paris, Ile-de-France, France",desserts,Paris,75003.0,3.0,centre
Granite,100.0,4.8,891,6 Rue Bailleul,"Paris, Ile-de-France, France",restaurant francais,Paris,75001.0,1.0,centre
LiLi,100.0,4.8,1053,19 Av. Kleber,"Paris, Ile-de-France, France",restaurant,Paris,75116.0,16.0,peripherie
Le Goeland Daligre,15.0,4.8,1143,10 Place Daligre,"Paris, Ile-de-France, France",desserts,Paris,75012.0,12.0,intermediaire
Jules,15.0,4.8,3691,2 Rue Bobillot,"Paris, Ile-de-France, France",cafe,Paris,75013.0,13.0,intermediaire
SEEKLO Indian grill bar Restaurant,25.0,4.8,1410,96 Rue Oberkampf,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Barawine,25.0,4.8,763,25 Rue de Charonne,"Paris, Ile-de-France, France",pub et bar,Paris,75011.0,11.0,intermediaire
Sushi Shunei,100.0,4.8,218,3 Rue Audran,"Paris, Ile-de-France, France",sushis,Paris,75018.0,18.0,peripherie
Le Sirocco,35.0,4.8,1483,8 Bis Rue des Gobelins,"Paris, Ile-de-France, France",restaurant,Paris,75013.0,13.0,intermediaire
Leon Fish Brasserie - Montparnasse,25.0,4.8,7123,82 BIS Bd du Montparnasse,"Paris, Ile-de-France, France",restaurant,Paris,75014.0,14.0,intermediaire
the friendly kitchen,30.0,4.8,1538,8 Rue Popincourt,"Paris, Ile-de-France, France",vegetarien,Paris,75011.0,11.0,intermediaire
Cafe de la Regence,25.0,4.8,5018,167 Rue Saint-Honore,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Crazy For MoMo Paris Anvers,15.0,4.8,844,91 Rue Marguerite de Rochechouart,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
La Creperie de Josselin,15.0,4.8,8264,67 Rue du Montparnasse,"Paris, Ile-de-France, France",desserts,Paris,75014.0,14.0,intermediaire
Burger Fries Bonne Nouvelle,15.0,4.8,4393,1 Boulevard de Bonne Nouvelle,"Paris, Ile-de-France, France",fast food,Paris,75002.0,2.0,centre
Kigawa,100.0,4.8,1022,186 Rue du Chateau,"Paris, Ile-de-France, France",restaurant francais,Paris,75014.0,14.0,intermediaire
Terrasse Beirut,15.0,4.8,896,9 Rue Jaucourt,"Paris, Ile-de-France, France",restaurant libanais,Paris,75012.0,12.0,intermediaire
Restaurant KISS,15.0,4.8,2416,3 Rue Abel Hovelacque,"Paris, Ile-de-France, France",restaurant,Paris,75013.0,13.0,intermediaire
Cafe de lEmpire,15.0,4.8,3320,17 Rue du Bac,"Paris, Ile-de-France, France",cafe,Paris,75007.0,7.0,centre
Le NImporte Quoi,15.0,4.8,3428,16 Rue du Roule,"Paris, Ile-de-France, France",bars a cocktails,Paris,75001.0,1.0,centre
Elmer - Cuisine au feu de bois rotissoire,100.0,4.8,1351,30 Rue Notre Dame de Nazareth,"Paris, Ile-de-France, France",restaurant francais,Paris,75003.0,3.0,centre
Diletto,15.0,4.8,785,50 Boulevard Voltaire,"Paris, Ile-de-France, France",cafe,Paris,75011.0,11.0,intermediaire
Loliveto Paris,30.0,4.8,5141,38 Rue De Buci,"Paris, Ile-de-France, France",restaurant italiens,Paris,75006.0,6.0,centre
Riz Riz,25.0,4.8,1449,221 Rue Saint-Martin,"Paris, Ile-de-France, France",vegetarien,Paris,75003.0,3.0,centre
RESTAURANT LE TRESOR,19.5,4.8,4229,9 Rue du Tresor,"Paris, Ile-de-France, France",restaurant francais,Paris,75004.0,4.0,centre
Cevicheria PETIT PACIFICO - Specialiste du ceviche caliente a Paris et des ceviches au caviar de poisson Plats a emporter,25.0,4.8,758,38 Rue de Citeaux,"Paris, Ile-de-France, France",restaurant,Paris,75012.0,12.0,intermediaire
Osteria Brutto,40.0,4.8,922,15 Rue Gracieuse,"Paris, Ile-de-France, France",restaurant italiens,Paris,75005.0,5.0,centre
Brasserie Napoleon III,25.0,4.8,2289,1 Pl. Armand Carrel,"Paris, Ile-de-France, France",restaurant francais,Paris,75019.0,19.0,peripherie
Lady Marmelade,25.0,4.8,641,46 Rue Lamarck,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Restaurant coreen SINDANG GRILL Paris 2,25.0,4.8,1201,51 Pass. des Panoramas,"Paris, Ile-de-France, France",restaurant coreens,Paris,75002.0,2.0,centre
Juveniles,41.0,4.8,1470,47 Rue de Richelieu,"Paris, Ile-de-France, France",pub et bar,Paris,75001.0,1.0,centre
Naniwa-Ya Izakaya,15.0,4.8,3444,11 Rue Sainte-Anne,"Paris, Ile-de-France, France",sushis,Paris,75001.0,1.0,centre
Ritz Paris Le Comptoir Cambon,14.0,4.8,3065,38 Rue Cambon,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Le Jeroboam,17.5,4.8,13834,72 Rue Didot,"Paris, Ile-de-France, France",restaurant francais,Paris,75014.0,14.0,intermediaire
Picchetto,30.0,4.8,1920,50 Av. de la Motte-Picquet,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
LAmour Vache,25.0,4.8,2668,2 Bd de Bonne Nouvelle,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
Cafe de Paris V,15.0,4.8,2020,14 Rue de la Huchette,"Paris, Ile-de-France, France",pub et bar,Paris,75005.0,5.0,centre
Fogo,100.0,4.8,167,8 Rue Meissonier,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Le Royal Bar,25.0,4.8,1746,212 Rue de Grenelle,"Paris, Ile-de-France, France",pub et bar,Paris,75007.0,7.0,centre
Restaurant Cleo,100.0,4.8,3138,19 Bd de la Tour-Maubourg,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Le Compas,30.0,4.8,5057,62 Rue Montorgueil,"Paris, Ile-de-France, France",pub et bar,Paris,75002.0,2.0,centre
LAccolade,50.0,4.8,902,208 Rue de la Croix Nivert,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
Restaurant NESO,100.0,4.8,474,3 Rue Papillon,"Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
LAgape,100.0,4.8,1196,51 Rue Jouffroy dAbbans,"Paris, Ile-de-France, France",restaurant francais,Paris,75017.0,17.0,peripherie
Le Grand Pan,51.0,4.8,2281,20 Rue Rosenwald,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
Gusto Italia Amelie,15.0,4.8,1482,11 Rue Amelie,"Paris, Ile-de-France, France",restaurant,Paris,75007.0,7.0,centre
Le Maung Coffee,5.5,4.8,586,51 Rue Greneta,"Paris, Ile-de-France, France",cafe,Paris,75002.0,2.0,centre
Cantine La Planque,25.0,4.8,1248,6 Pl. Felix Eboue,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Lichette,35.0,4.8,546,381 Rue des Pyrenees,"Paris, Ile-de-France, France",restaurant,Paris,75020.0,20.0,peripherie
Le Solferino,25.0,4.8,4309,262 Bd Saint-Germain,"Paris, Ile-de-France, France",restaurant francais,Paris,75007.0,7.0,centre
LHomme Bleu,25.0,4.8,4139,55 Bis Rue Jean-Pierre Timbaud,"Paris, Ile-de-France, France",restaurant marocains,Paris,75011.0,11.0,intermediaire
Miss Ko,30.5,4.8,14011,49-51 Av. George V,"Paris, Ile-de-France, France",sushis,Paris,75008.0,8.0,centre
Oni ramen,15.0,4.8,884,19 Rue Saint-severin,"Paris, Ile-de-France, France",restaurant japonais,Paris,75005.0,5.0,centre
La Rotisserie dArgent,100.0,4.8,4939,19 Quai de la Tournelle,"Paris, Ile-de-France, France",pub et bar,Paris,75005.0,5.0,centre
Bus Toque,100.0,4.8,3052,107 Av. des Champs-Elysees,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Restaurant Songsan,25.0,4.8,2053,20 Rue Marmontel,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
LiBeyrouth,15.0,4.8,4038,72 Rue Mouffetard,"Paris, Ile-de-France, France",restaurant libanais,Paris,75005.0,5.0,centre
La Crepe Rit du Clown,15.0,4.8,4610,6 Rue des Canettes,"Paris, Ile-de-France, France",desserts,Paris,75006.0,6.0,centre
Juste,15.0,4.8,2964,48 Rue Laffitte,"Paris, Ile-de-France, France",restaurant,Paris,75009.0,9.0,centre
Pizzou Marais,15.0,4.8,1360,29 Rue du Bourg Tibourg,"Paris, Ile-de-France, France",pizzeria,Paris,75004.0,4.0,centre
Les 110 De Taillevent,100.0,4.8,2111,195 Rue Du Faubourg Saint-honore,"Paris, Ile-de-France, France",pub et bar,Paris,75008.0,8.0,centre
KFC Paris Clignancourt,15.0,4.8,2689,35 Bd Ney,"Paris, Ile-de-France, France",fast food,Paris,75018.0,18.0,peripherie
Charbon,15.0,4.8,1520,12 Rue Bayen,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Furahaa Vegan,15.0,4.8,1604,78 Rue Reaumur,"Paris, Ile-de-France, France",vegetarien,Paris,75002.0,2.0,centre
BibimBao,15.0,4.8,437,59 Rue Claude Bernard,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Petrelle,100.0,4.8,489,34 Rue Petrelle,"Paris, Ile-de-France, France",restaurant francais,Paris,75009.0,9.0,centre
Mijo T,55.0,4.8,1064,6 Rue Victor Letalle,"Paris, Ile-de-France, France",restaurant francais,Paris,75020.0,20.0,peripherie
Mon waffle,9.0,4.8,3942,81 Rue Rambuteau,"Paris, Ile-de-France, France",fast food,Paris,75001.0,1.0,centre
Falstaff Bastille,20.0,4.8,4931,10-12 Pl. de la Bastille,"Paris, Ile-de-France, France",cafe,Paris,75011.0,11.0,intermediaire
Osteria Ferrara,36.5,4.8,1006,7 Rue du Dahomey,"Paris, Ile-de-France, France",restaurant italiens,Paris,75011.0,11.0,intermediaire
Indy Restaurant,25.0,4.8,1842,25 Rue du Faubourg Saint-Martin,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
Augustin,49.5,4.8,2331,79 Rue Daguerre,"Paris, Ile-de-France, France",restaurant francais,Paris,75014.0,14.0,intermediaire
Nonno Nino Restaurant,30.0,4.8,2177,10 Rue Bremontier,"Paris, Ile-de-France, France",restaurant italiens,Paris,75017.0,17.0,peripherie
Neonato,30.0,4.8,1039,182 Rue Saint-Martin,"Paris, Ile-de-France, France",restaurant italiens,Paris,75003.0,3.0,centre
Mamie Colette,25.0,4.8,1915,17 Rue des Trois Freres,"Paris, Ile-de-France, France",restaurant francais,Paris,75018.0,18.0,peripherie
Nomas Paris 10 - Mexican Street Food,5.5,4.8,1501,44 Rue du Faubourg Saint-Denis,"Paris, Ile-de-France, France",mexicain,Paris,75010.0,10.0,intermediaire
Le TY Louis,30.0,4.8,2375,240 Rue Du Faubourg Saint Antoine,"Paris, Ile-de-France, France",restaurant,Paris,75012.0,12.0,intermediaire
Le Cafe De Paris Friedland,20.0,4.8,3986,45 Av. de Friedland,"Paris, Ile-de-France, France",cafe,Paris,75008.0,8.0,centre
La Pause Libanaise Sentier,15.0,4.8,1078,104 Rue Reaumur,"Paris, Ile-de-France, France",fast food,Paris,75002.0,2.0,centre
Mr Zhao,15.0,4.8,2195,37 Rue des Jeuneurs,"Paris, Ile-de-France, France",chinois,Paris,75002.0,2.0,centre
Le 5eme CRU Chez BruNab,25.0,4.8,813,7 Rue du Cardinal Lemoine,"Paris, Ile-de-France, France",pub et bar,Paris,75005.0,5.0,centre
Cafe Courtial,15.0,4.8,469,2 Rue Sauval,"Paris, Ile-de-France, France",cafe,Paris,75001.0,1.0,centre
Parcelles,62.0,4.8,486,13 Rue Chapon,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Esalta,5.5,4.8,405,71 Rue Greneta,"Paris, Ile-de-France, France",restaurant,Paris,75002.0,2.0,centre
La Maison Du Daya - Paris 1er,15.0,4.8,729,53 Rue De Richelieu,"Paris, Ile-de-France, France",restaurant,Paris,75001.0,1.0,centre
Acai You - Maubeuge brunch Coffee,15.0,4.8,2259,78 Rue de Maubeuge,"Paris, Ile-de-France, France",cafe,Paris,75009.0,9.0,centre
LAuberge des Crus,45.0,4.8,129,13 Rue Bosio,"Paris, Ile-de-France, France",restaurant,Paris,75016.0,16.0,peripherie
Unplug Bar - Cocktails Tapas,32.0,4.8,985,57 Rue dAnjou,"Paris, Ile-de-France, France",pub et bar,Paris,75008.0,8.0,centre
VG Patisserie - Patisserie Vegetale,5.5,4.8,3507,123 Boulevard Voltaire,"Paris, Ile-de-France, France",vegetarien,Paris,75011.0,11.0,intermediaire
Il etait une oie dans le Sud Ouest,30.5,4.8,2516,8 Rue Gustave Flaubert,"Paris, Ile-de-France, France",restaurant,Paris,75017.0,17.0,peripherie
Le Belisaire,30.5,4.8,2444,2 Rue Marmontel,"Paris, Ile-de-France, France",restaurant francais,Paris,75015.0,15.0,intermediaire
TOWA Restaurant,60.0,4.8,816,75 Rue Crozatier,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
Le Cotte Roti,54.0,4.8,959,1 Rue de Cotte,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
LEtoile Longchamp Restaurant Marocain,25.0,4.8,1135,19 Rue de Longchamp,"Paris, Ile-de-France, France",restaurant,Paris,75116.0,16.0,peripherie
Cafe Laperouse Paris,19.5,4.8,2526,2 Pl. de la Concorde,"Paris, Ile-de-France, France",cafe,Paris,75008.0,8.0,centre
Flocon,36.0,4.8,606,75 Rue Mouffetard,"Paris, Ile-de-France, France",restaurant,Paris,75005.0,5.0,centre
Peniche Le Marcounet,25.0,4.8,3720,"Port des Celestins, Quai de lHotel de ville","Paris, Ile-de-France, France",pub et bar,Paris,75004.0,4.0,centre
Le Petit Pontoise,34.0,4.8,4196,9 Rue de Pontoise,"Paris, Ile-de-France, France",restaurant francais,Paris,75005.0,5.0,centre
Maison Rostang,100.0,4.8,1814,20 Rue Rennequin,"Paris, Ile-de-France, France",restaurant francais,Paris,75017.0,17.0,peripherie
Quick Paris place de Clichy Chabert,15.0,4.8,1859,"11, Place de Clichy","Paris, Ile-de-France, France",fast food,Paris,75017.0,17.0,peripherie
Exotica,15.0,4.8,2954,75 Av. Emile Zola,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Le Cepage Montmartrois,25.0,4.8,2426,65 Rue Caulaincourt,"Paris, Ile-de-France, France",pub et bar,Paris,75018.0,18.0,peripherie
Amorino Gelato - Paris Cler,5.5,4.8,2551,42 Rue Cler,"Paris, Ile-de-France, France",desserts,Paris,75007.0,7.0,centre
Le Campanella,25.0,4.8,3422,18 Av. Bosquet,"Paris, Ile-de-France, France",pub et bar,Paris,75007.0,7.0,centre
Numidia - Restaurant Algerien BBQ,15.0,4.8,812,7 Bd de Belleville,"Paris, Ile-de-France, France",restaurant,Paris,75011.0,11.0,intermediaire
Yasmin,15.0,4.8,5980,7173 Pass. Brady,"Paris, Ile-de-France, France",restaurant,Paris,75010.0,10.0,intermediaire
LA GRAPPE,15.0,4.8,1162,5 Rue des Petits Carreaux,"Paris, Ile-de-France, France",pub et bar,Paris,75002.0,2.0,centre
Les barioles de Maud - 11e,25.0,4.8,3417,8 Rue Saint-Bernard,"Paris, Ile-de-France, France",restaurant francais,Paris,75011.0,11.0,intermediaire
Eclair De Genie Cafe,15.0,4.8,1059,122 Rue Montmartre,"Paris, Ile-de-France, France",cafe,Paris,75002.0,2.0,centre
Le Double Fond,15.5,4.8,1956,1 Pl. du Marche Sainte-Catherine,"Paris, Ile-de-France, France",cafe,Paris,75004.0,4.0,centre
Les Belles Plantes,25.0,4.8,1804,47 Rue Cuvier,"Paris, Ile-de-France, France",restaurant francais,Paris,75005.0,5.0,centre
Maison Dubois,100.0,4.8,116,2 Rue de Vienne,"Paris, Ile-de-France, France",restaurant francais,Paris,75008.0,8.0,centre
Les Demoiselles Restaurant Cafe Paris 17,20.5,4.8,1819,23 Rue Leon Jost,"Paris, Ile-de-France, France",restaurant francais,Paris,75017.0,17.0,peripherie
Bobo snack,15.0,4.8,539,27 Rue Meslay,"Paris, Ile-de-France, France",restaurant,Paris,75003.0,3.0,centre
Eat africa - Restaurant africain,15.0,4.8,1294,13 Rue de Suez,"Paris, Ile-de-France, France",restaurant africains,Paris,75018.0,18.0,peripherie
BENKAY TEPPAN-YAKI,100.0,4.8,3977,61 Quai de Grenelle,"Paris, Ile-de-France, France",restaurant,Paris,75015.0,15.0,intermediaire
Amorino Gelato - Paris Mouffetard,5.5,4.8,1281,18 Rue Mouffetard,"Paris, Ile-de-France, France",desserts,Paris,75005.0,5.0,centre
Le Quincy,81.5,4.8,710,28 Av. Ledru Rollin,"Paris, Ile-de-France, France",restaurant francais,Paris,75012.0,12.0,intermediaire
La Couvee Montmartre,15.5,4.8,2969,32 Rue Veron,"Paris, Ile-de-France, France",restaurant,Paris,75018.0,18.0,peripherie
Kuti,15.0,4.8,869,6 R. des Petites Ecuries,"Paris, Ile-de-France, France",restaurant africains,Paris,75010.0,10.0,intermediaire
RAVIOLI NORD-EST,15.0,4.8,1023,17 Rue Du Faubourg Montmartre,"Paris, Ile-de-France, France",restaurant chinois,Paris,75009.0,9.0,centre
Helia Champs Elysees,25.0,4.8,3227,16 Rue du Colisee,"Paris, Ile-de-France, France",restaurant,Paris,75008.0,8.0,centre
