"id_restaurant","nom_restaurant","prix_moyen","rating","nb_notes","adresse","ville","main_category","commune","code_postal","arrondissement","zone_paris","insee_from_cp","insee_com","nom_arrondissement","pop_totale","pop_3_20_ans","nb_familles","nb_familles_mono","part_pop_3_20","part_fam_mono","revenu_median","taux_bac","taux_ouvrier","taux_chomage","facteur_deprivation","part_apl"
78,"Vins Des Pyrenees",28.5,5.0,2448,"25 Rue Beautreillis","Paris, Ile-de-France, France","restaurant francais","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
79,"Le Tout-Paris",100.0,5.0,2127,"8 Quai du Louvre","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
80,"Kozy Kanope All-week Brunch Coffee",15.0,5.0,12960,"46 Rue La Fayette","Paris, Ile-de-France, France","cafe","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
81,"Le Fumoir",15.0,5.0,7223,"6 Rue de Admiral Coligny","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
82,"Breizh Cafe Odeon La Crepe Autrement",25.0,5.0,3465,"1 Rue de lOdeon","Paris, Ile-de-France, France","cafe","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
83,"GRUPPOMIMO - Restaurant Italien Paris 11",25.0,5.0,9744,"24 Rue Keller","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
84,"Le Christine",100.0,5.0,4381,"1 Rue Christine","Paris, Ile-de-France, France","restaurant francais","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
85,"Liza",39.0,5.0,3192,"14 Rue de la Banque","Paris, Ile-de-France, France","restaurant","Paris","75002",2,"centre","75102","75102","Paris 2e Arrondissement",21130.0,3000.31881558287,4924.89480734583,659.024051475884,0.619470520834343,0.687602171366908,32380,0.840393667932997,0.036713077447815,0.081152251209948,2.60730658520125,6.091
86,"Le Cinq",100.0,5.0,4385,"31 Av. George V","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
87,"Le Clarence",205.0,5.0,1696,"31 Av. Franklin Delano Roosevelt","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
88,"FIEF Fait Ici En France",100.0,5.0,1491,"44 Rue de la Folie Mericourt","Paris, Ile-de-France, France","restaurant francais","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
89,"La Table de Colette",100.0,5.0,2704,"17 Rue Laplace","Paris, Ile-de-France, France","restaurant francais","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
90,"Biwan iRASSHAi",25.0,5.0,2185,"40 Rue du Louvre","Paris, Ile-de-France, France","restaurant japonais","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
91,"La Casa di Alfio",25.0,5.0,8371,"43 Av. de la Bourdonnais","Paris, Ile-de-France, France","pizzeria","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
92,"Mian Fan",15.0,5.0,6530,"20 Rue de Mogador","Paris, Ile-de-France, France","restaurant","Paris","75009",9,"centre","75109","75109","Paris 9e Arrondissement",60168.0,9785.83369966075,14608.6262698335,2112.99452561135,0.709553245832839,0.743227767047381,35630,0.85008578734145,0.030019388169036,0.076818168211707,3.21525560165214,5.741
93,"La Cremaillere 1900",23.5,5.0,10514,"15 Pl. du Tertre","Paris, Ile-de-France, France","restaurant francais","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
94,"ANONA",100.0,5.0,1630,"80 Bd des Batignolles","Paris, Ile-de-France, France","restaurant francais","Paris","75017",17,"peripherie","75117","75117","Paris 17e Arrondissement",166336.0,29098.9451366555,39612.093970877,7180.83231865524,0.763209430182993,0.931493692158404,32290,0.788740297106962,0.037959664106942,0.083282988555933,2.29737361025854,4.876
95,"Ti Amo - Chatelet-les-Halles",15.0,5.0,3352,"25 Rue de la Reynie","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
96,"Toppoki",15.0,5.0,4202,"109 Bd Saint-Germain","Paris, Ile-de-France, France","restaurant","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
97,"Le Carre Elysee",30.0,5.0,4293,"49 Av. Franklin Delano Roosevelt","Paris, Ile-de-France, France","cafe","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
98,"La Maison de lAubrac",30.5,5.0,11125,"37 Rue Marbeuf","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
99,"Fuuki",15.0,5.0,4184,"113 Rue du Chevaleret","Paris, Ile-de-France, France","restaurant","Paris","75013",13,"intermediaire","75113","75113","Paris 13e Arrondissement",177833.0,31293.0765255113,42124.7879193933,9585.27451431624,0.76769487760366,1.16922949207519,25100,0.711342220513138,0.047742325263558,0.094182696802569,0.709941501291032,4.338
100,"Bouillon Chartier",15.0,5.0,20245,"59 Bd du Montparnasse","Paris, Ile-de-France, France","restaurant francais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
101,"Chez Gladines Saint Germain",25.0,5.0,3569,"44 Bd Saint-Germain","Paris, Ile-de-France, France","restaurant","Paris","75005",5,"centre","75105","75105","Paris 5e Arrondissement",57380.0,10853.1833131306,12762.6203488744,2047.51752995005,0.825181209903045,0.824367215166068,34650,0.852722588714883,0.022065761923038,0.061616505985879,3.43672949788336,5.6
102,"Restaurant Numidia",15.0,5.0,10249,"126 Rue dAvron","Paris, Ile-de-France, France","restaurant algeriens","Paris","75020",20,"peripherie","75120","75120","Paris 20e Arrondissement",192120.0,34501.8608831934,45625.9473893605,10814.6048915272,0.783470551843193,1.21795626946964,22880,0.673210217111925,0.059616922239316,0.108925178614908,-0.129348618170574,4.333
103,"LAtelier de Joel Robuchon Etoile - Champs-Elysees",100.0,5.0,5672,"Publicis Drugstore, 133 Av. des Champs-Elysees","Paris, Ile-de-France, France","restaurant francais","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
104,"Mont Frenchy",25.0,5.0,5921,"56 Bd du Montparnasse","Paris, Ile-de-France, France","restaurant francais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
105,"Chakaiseki Akiyoshi",100.0,5.0,970,"59 Rue Letellier","Paris, Ile-de-France, France","restaurant japonais","Paris","75015",15,"intermediaire","75115","75115","Paris 15e Arrondissement",229472.0,39337.4060818076,53757.288724588,9507.41786511248,0.74787454884094,0.908778740654541,32120,0.805395319867429,0.030544020423073,0.074763457990758,2.57368316242971,4.331
106,"Au Pied de Cochon",34.5,5.0,29600,"6 Rue Coquilliere","Paris, Ile-de-France, France","restaurant","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
107,"Brasserie Des Pres",30.0,5.0,6647,"6 Cr du Commerce Saint-Andre","Paris, Ile-de-France, France","cafe","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
108,"Fuwa Fuwa",15.0,5.0,1742,"16 Rue dArgenteuil","Paris, Ile-de-France, France","desserts","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
109,"Choubidou Bastille",5.5,5.0,1152,"71 Rue de Lyon","Paris, Ile-de-France, France","restaurant","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
110,"La Fontaine de Mars",30.5,5.0,5427,"129 Rue Saint-Dominique","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
111,"Bofinger",43.0,5.0,19121,"5-7 Rue de la Bastille","Paris, Ile-de-France, France","restaurant francais","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
112,"Le Train Bleu",32.0,5.0,44686,"Gare de Lyon, Pl. Louis Armand hall 1","Paris, Ile-de-France, France","restaurant francais","Paris","75012",12,"intermediaire","75112","75112","Paris 12e Arrondissement",140311.0,23290.1806582801,33253.9188177107,6535.30052445586,0.724158900822797,1.00984719740025,29250,0.757852723654768,0.038086111867207,0.078425923577196,1.8346477947609,4.146
113,"etsi - le bistro",40.0,5.0,1689,"23 Rue Eugene Carriere","Paris, Ile-de-France, France","restaurant","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
114,"Laduree Champs-Elysees",35.0,5.0,30433,"75 Av. des Champs-Elysees","Paris, Ile-de-France, France","desserts","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
115,"Les Deux Magots",32.0,5.0,18705,"6 Pl. Saint-Germain des Pres","Paris, Ile-de-France, France","cafe","Paris","75006",6,"centre","75106","75106","Paris 6e Arrondissement",39625.0,7425.56482872606,8786.3660336547,1359.35037479947,0.817547423979192,0.794977895159843,39600,0.867610097376763,0.018056818823904,0.062648602215602,4.17277949236363,5.751
116,"Angelina Paris Rivoli, Salon de the historique",20.0,5.0,44686,"226 Rue de Rivoli","Paris, Ile-de-France, France","desserts","Paris","75001",1,"centre","75101","75101","Paris 1er Arrondissement",16030.0,2253.85676832728,3625.24399870642,646.448751278679,0.61340247876124,0.916283343788528,33960,0.812463042504407,0.030768029448353,0.07851608460805,2.78080078176679,6.207
117,"Madame Brasserie - Tour Eiffel",100.0,5.0,7930,"Eiffel Tower, 1er","Paris, Ile-de-France, France","restaurant","Paris","75007",7,"centre","75107","75107","Paris 7e Arrondissement",48520.0,8118.98517883259,11547.3973563606,1512.59421664728,0.730018207474047,0.673087086427869,44110,0.855623356214713,0.022072883224414,0.061382880841802,4.68011779355016,5.554
118,"Bateaux-Mouches",79.0,5.0,31013,"Port de la Conference","Paris, Ile-de-France, France","restaurant","Paris","75008",8,"centre","75108","75108","Paris 8e Arrondissement",35631.0,7081.67320716381,8845.45397479675,1289.69041278396,0.867082869656758,0.749200878157974,42680,0.83621824477181,0.030587773598227,0.063637978583227,4.27771457621156,5.256
119,"Capsule Restaurant",40.0,5.0,517,"2 Rue Cassini","Paris, Ile-de-France, France","restaurant","Paris","75014",14,"intermediaire","75114","75114","Paris 14e Arrondissement",133967.0,22244.8424291788,30318.9850075247,6009.22091911199,0.724409667253306,1.01844233884749,28730,0.782915953622741,0.030631479354502,0.07956018221338,1.94411586474717,4.301
120,"Monsieur Bleu",100.0,5.0,7591,"Palais De Tokyo, 20 Avenue De New York","Paris, Ile-de-France, France","restaurant francais","Paris","75116",16,"peripherie","75116","75116","Paris 16e Arrondissement",162820.0,32366.3837401309,40763.4493727417,6492.4010657931,0.867239727109331,0.818403253535766,40140,0.824474795160243,0.025874171304588,0.069093386917932,3.84720191018132,3.657
121,"Pierre Sang In Oberkampf",34.5,5.0,4831,"55 Rue Oberkampf","Paris, Ile-de-France, France","restaurant","Paris","75011",11,"intermediaire","75111","75111","Paris 11e Arrondissement",144292.0,20400.7246421751,33053.4147599171,5981.67164727312,0.616816633299328,0.929906256574518,29100,0.784700328660087,0.035876115755649,0.08903590112955,1.78857188186815,5.078
122,"Gros Bao - Paris",25.0,5.0,8231,"72 Quai de Jemmapes","Paris, Ile-de-France, France","restaurant chinois","Paris","75010",10,"intermediaire","75110","75110","Paris 10e Arrondissement",83459.0,13494.021452243,19584.0122896016,3264.72212696351,0.705376448586344,0.856598842358534,28060,0.774063111880029,0.044224639427051,0.095936388703015,1.40254851180917,5.934
123,"Benoit Paris",100.0,5.0,5637,"20 Rue Saint-Martin","Paris, Ile-de-France, France","restaurant francais","Paris","75004",4,"centre","75104","75104","Paris 4e Arrondissement",29064.0,4472.10595374178,6827.15925744134,1166.64748507198,0.671288852264113,0.878076893367938,31790,0.830494513501966,0.024655313830149,0.08930582417867,2.46645807601084,6.261
124,"Rosa Bonheur Buttes Chaumont",15.0,5.0,4303,"2 Av. de la Cascade","Paris, Ile-de-France, France","pub et bar","Paris","75019",19,"peripherie","75119","75119","Paris 19e Arrondissement",183211.0,36230.9947717827,43874.4446783109,10162.3912991788,0.862743009027822,1.19019251322711,21990,0.646506940756822,0.063920954720353,0.116502069773071,-0.544546534060954,4.904
125,"Alea",30.0,5.0,1092,"39 Rue Lamarck","Paris, Ile-de-France, France","restaurant francais","Paris","75018",18,"peripherie","75118","75118","Paris 18e Arrondissement",191135.0,30805.0161302009,43425.8288875106,9783.97545467691,0.703127291700882,1.15771103039105,23930,0.715037004573533,0.059916595322748,0.092040756232497,0.490370335625503,4.506
